,timedelta
31154,26
31155,16
31156,39
31159,4
31160,58
31161,32
31162,33
31163,20
31167,5
31169,33
31170,13
31173,0
31174,31
31177,3
31178,5
31179,35
31180,16
31185,4
31187,29
31188,44
31190,47
31191,1
31193,1
31194,31
31197,29
31198,23
31199,58
31200,1
31201,8
31202,7
31203,59
31205,5
31206,1
31207,38
31209,19
31211,1
31212,25
31213,39
31214,10
31215,47
31216,9
31217,4
31218,60
31221,32
31224,4
31225,8
31226,27
31229,46
31230,36
31231,5
31232,35
31233,58
31234,51
31236,8
31237,46
31240,11
31243,9
31248,29
31249,58
31250,32
31251,54
31255,28
31256,16
31257,14
31260,15
31262,53
31267,57
31268,36
31269,19
31270,15
31271,2
31277,13
31280,20
31281,13
31282,29
31284,50
31286,43
31288,2
31289,48
31290,27
31291,55
31292,8
31295,44
31297,56
31299,49
31301,53
31303,28
31306,46
31309,26
31310,45
31311,25
31312,26
31314,2
31316,27
31317,0
31318,20
31321,16
31322,45
31325,25
31326,48
31328,9
31329,3
31332,41
31335,55
31337,4
31339,11
31340,0
31345,1
31346,2
31348,46
31349,19
31352,1
31355,24
31356,32
31357,36
31359,18
31360,16
31361,36
31367,27
31368,39
31371,33
31372,23
31373,42
31375,30
31376,32
31377,2
31378,60
31379,15
31380,29
31381,50
31382,4
31385,18
31386,10
31387,39
31389,1
31390,5
31391,18
31392,31
31393,4
31396,21
31397,40
31399,0
31400,23
31401,8
31402,15
31404,10
31406,7
31410,28
31411,34
31412,41
31414,2
31416,5
31420,35
31423,49
31424,11
31426,22
31428,11
31430,17
31432,9
31434,46
31436,13
31437,10
31438,16
31439,33
31442,9
31443,10
31445,11
31447,34
31448,47
31449,14
31450,54
31454,54
31457,49
31459,10
31461,41
31468,1
31471,31
31472,21
31474,4
31475,59
31478,46
31479,4
31480,14
31481,13
31482,2
31484,15
31485,6
31486,20
31487,24
31494,7
31499,20
31500,20
31503,5
31504,19
31505,19
31507,21
31510,26
31511,31
31514,34
31517,3
31519,55
31520,33
31522,35
31525,4
31526,46
31530,41
31532,27
31533,48
31534,24
31536,45
31537,59
31539,35
31540,12
31542,42
31548,31
31550,27
31552,3
31553,37
31555,15
31556,9
31557,27
31558,7
31559,43
31561,44
31563,34
31564,15
31565,43
31566,25
31567,5
31568,7
31570,54
31573,16
31574,21
31575,54
31577,57
31581,54
31583,16
31584,51
31585,1
31587,15
31591,6
31593,6
31595,2
31598,57
31599,50
31602,5
31606,19
31607,4
31609,3
31610,50
31614,12
31618,55
31619,2
31620,10
31621,3
31623,47
31624,5
31629,31
31630,3
31631,24
31633,26
31636,3
31637,45
31638,37
31639,49
31640,1
31643,4
31648,18
31649,33
31650,3
31652,27
31657,24
31658,21
31659,54
31660,43
31665,10
31667,58
31668,18
31669,20
31670,42
31671,20
31672,36
31676,11
31678,3
31680,41
31681,29
31682,55
31683,24
31684,40
31685,10
31686,38
31689,26
31691,48
31692,27
31693,6
31695,41
31696,39
31697,39
31699,10
31701,57
31702,46
31705,13
31708,2
31711,30
31713,21
31716,2
31717,37
31718,26
31720,28
31721,8
31726,26
31734,14
31739,4
31740,14
31741,11
31751,17
31753,58
31754,21
31756,5
31760,11
31764,1
31765,14
31767,30
31768,54
31773,17
31774,53
31776,19
31778,4
31779,1
31781,37
31782,29
31787,9
31788,30
31790,22
31792,34
31793,54
31796,9
31797,16
31799,4
31800,10
31803,54
31804,42
31805,50
31806,16
31809,14
31811,9
31812,58
31814,21
31815,38
31821,10
31822,22
31825,29
31828,13
31833,35
31834,4
31835,13
31836,40
31839,41
31840,35
31841,55
31844,36
31845,10
31850,18
31851,44
31852,53
31853,10
31859,14
31861,29
31864,28
31865,15
31866,19
31869,38
31872,2
31874,2
31876,33
31878,15
31879,29
31888,21
31889,31
31891,20
31894,3
31896,27
31897,50
31899,15
31901,31
31902,25
31905,40
31907,40
31910,28
31911,40
31916,15
31918,43
31923,6
31926,19
31928,48
31930,28
31938,34
31940,31
31942,37
31943,15
31947,38
31948,23
31950,48
31952,49
31953,24
31955,16
31956,131
31957,50
31961,50
31963,1
31964,16
31965,60
31966,35
31968,35
31969,55
31971,27
31972,21
31973,15
31976,20
31980,44
31981,22
31984,21
31985,60
31989,29
31990,46
31993,2
31995,46
31997,28
31999,6
32001,54
32003,41
32004,26
32005,46
32007,12
32011,46
32012,54
32014,29
32015,17
32016,25
32018,14
32019,52
32020,58
32021,58
32023,5
32024,8
32027,22
32028,13
32033,53
32034,57
32036,2
32038,58
32040,27
32041,6
32042,15
32046,25
32047,3
32050,51
32051,49
32055,39
32056,25
32057,43
32058,48
32059,23
32061,16
32062,6
32064,17
32065,19
32067,24
32068,48
32070,1
32071,12
32073,28
32076,0
32078,51
32079,16
32080,44
32081,45
32083,36
32087,13
32088,19
32089,54
32090,39
32091,17
32092,29
32097,52
32098,25
32100,9
32101,4
32102,58
32104,5
32105,1
32106,60
32110,5
32115,24
32116,9
32118,38
32120,35
32123,20
32124,24
32125,5
32127,37
32128,10
32129,3
32132,15
32134,90
32137,50
32140,44
32141,25
32142,24
32143,28
32144,51
32145,32
32146,57
32148,30
32149,4
32152,35
32156,2
32157,14
32160,28
32162,6
32166,30
32167,10
32170,6
32171,12
32173,8
32174,39
32175,17
32177,58
32178,23
32179,25
32180,13
32182,14
32183,49
32184,58
32186,47
32187,54
32189,41
32191,10
32192,41
32198,33
32200,37
32202,25
32203,40
32204,9
32212,5
32214,31
32218,55
32221,41
32226,59
32229,26
32230,10
32231,13
32232,21
32233,35
32235,33
32237,39
32238,27
32240,1
32241,10
32242,43
32243,46
32252,15
32256,3
32257,60
32260,15
32264,28
32268,60
32273,34
32280,1
32281,17
32283,7
32284,43
32285,0
32289,54
32292,28
32293,17
32294,10
32296,38
32297,0
32301,19
32302,14
32303,18
32304,20
32305,40
32307,0
32308,49
32310,24
32312,48
32314,41
32315,54
32319,37
32321,42
32322,4
32326,20
32329,12
32330,27
32331,5
32336,10
32339,29
32341,57
32343,23
32347,21
32348,17
32349,2
32350,23
32351,11
32354,29
32356,14
32357,31
32359,56
32361,8
32362,8
32363,23
32364,3
32366,28
32368,47
32369,16
32370,6
32372,5
32373,8
32374,31
32377,14
32378,41
32379,27
32385,13
32393,16
32395,33
32396,39
32399,23
32401,17
32403,8
32404,5
32405,8
32406,6
32408,58
32409,5
32410,12
32411,11
32412,1
32414,60
32416,2
32417,34
32418,27
32419,28
32420,6
32421,27
32422,53
32423,46
32425,48
32427,25
32428,13
32429,8
32430,15
32433,25
32435,47
32436,34
32437,39
32438,7
32442,37
32445,39
32446,28
32453,47
32456,56
32457,19
32459,27
32461,35
32463,45
32464,1
32466,27
32467,54
32468,36
32471,23
32472,15
32481,38
32483,4
32484,41
32486,5
32487,50
32488,17
32489,36
32490,14
32491,54
32494,8
32495,39
32496,31
32497,10
32498,29
32499,21
32501,38
32502,42
32503,60
32504,7
32507,5
32508,41
32509,31
32511,14
32513,51
32516,11
32517,41
32518,36
32519,7
32520,4
32521,46
32525,22
32526,51
32527,16
32528,8
32530,0
32532,1
32533,25
32535,18
32541,34
32544,2
32546,54
32547,42
32551,24
32554,28
32558,1
32559,57
32561,12
32562,8
32563,16
32565,37
32568,13
32571,56
32574,10
32578,30
32583,49
32587,0
32588,15
32590,50
32593,17
32594,14
32597,22
32598,31
32599,57
32600,19
32601,9
32604,1
32605,45
32606,58
32607,37
32611,29
32612,51
32613,49
32619,28
32621,43
32625,44
32626,25
32629,21
32631,25
32632,0
32634,50
32635,19
32636,22
32639,17
32640,13
32642,30
32645,14
32648,10
32650,8
32651,10
32652,10
32653,52
32657,17
32660,1
32661,30
32662,58
32665,56
32666,55
32668,1
32669,20
32672,36
32677,59
32679,23
32681,8
32685,21
32692,5
32693,29
32695,1
32698,31
32699,42
32701,20
32703,8
32705,47
32708,32
32709,29
32712,10
32713,9
32714,12
32716,5
32718,23
32721,1
32724,4
32725,58
32729,9
32732,20
32734,27
32735,4
32738,6
32739,25
32742,52
32749,56
32750,17
32751,54
32753,55
32754,57
32755,40
32756,12
32758,56
32759,38
32760,21
32761,54
32762,42
32763,8
32765,34
32766,49
32767,12
32768,43
32772,3
32778,11
32781,14
32782,57
32785,45
32786,21
32790,7
32791,51
32792,29
32796,27
32798,45
32800,19
32801,51
32803,26
32805,16
32806,1
32808,7
32809,3
32812,36
32813,5
32814,8
32816,1
32817,54
32821,41
32825,44
32826,50
32827,16
32828,40
32832,36
32833,34
32838,22
32840,17
32841,50
32842,14
32846,25
32847,3
32848,53
32849,40
32850,47
32859,1
32860,0
32862,6
32865,55
32868,27
32869,36
32873,42
32874,58
32876,57
32877,40
32879,35
32880,15
32882,53
32883,28
32886,2
32887,38
32888,59
32889,51
32891,5
32892,37
32893,10
32894,31
32897,40
32898,13
32899,47
32902,31
32904,53
32905,59
32908,38
32909,9
32914,58
32916,22
32917,20
32919,14
32921,1
32922,0
32927,24
32930,41
32931,19
32933,17
32935,43
32938,19
32940,6
32944,22
32945,17
32947,13
32948,54
32949,40
32951,22
32954,13
32955,12
32957,54
32960,36
32964,58
32965,21
32967,48
32968,42
32969,3
32972,20
32975,57
32976,19
32980,36
32981,25
32983,17
32988,31
32991,21
32992,10
32993,23
32994,14
32998,10
33000,33
33003,6
33004,16
33005,41
33012,11
33015,54
33018,43
33019,53
33020,21
33024,28
33025,49
33026,59
33028,29
33033,33
33035,19
33039,16
33040,33
33044,37
33045,1
33048,49
33049,24
33052,42
33053,43
33055,16
33058,40
33059,6
33061,53
33063,44
33064,6
33065,26
33070,57
33071,5
33073,4
33074,42
33075,37
33076,34
33077,31
33079,11
33082,34
33089,27
33091,56
33094,27
33096,59
33097,49
33105,2
33108,23
33111,25
33113,36
33116,18
33120,9
33121,23
33122,59
33123,55
33124,31
33125,16
33126,9
33129,0
33130,44
33131,13
33134,18
33136,27
33137,18
33139,36
33142,35
33143,50
33146,44
33148,26
33149,18
33152,11
33154,16
33155,11
33156,11
33164,34
33166,30
33168,27
33169,0
33170,6
33172,44
33179,52
33180,6
33182,44
33184,15
33185,26
33186,7
33189,35
33191,47
33192,60
33193,22
33194,12
33199,3
33205,41
33206,40
33207,35
33208,27
33209,33
33213,36
33218,58
33219,51
33220,25
33221,27
33224,26
33226,49
33227,18
33229,46
33232,4
33233,55
33234,3
33239,14
33240,15
33241,51
33242,27
33243,53
33245,2
33247,2
33249,10
33250,3
33252,9
33253,21
33256,1
33258,28
33259,6
33261,26
33263,39
33265,27
33267,22
33268,52
33270,38
33274,56
33275,22
33276,44
33277,50
33278,3
33280,12
33281,25
33283,4
33285,10
33286,27
33288,8
33289,10
33290,55
33291,27
33294,35
33297,5
33298,34
33300,59
33304,5
33306,0
33307,27
33309,25
33310,22
33311,32
33314,28
33317,30
33318,10
33319,40
33321,7
33324,1
33326,42
33327,7
33329,43
33330,4
33331,38
33332,9
33334,10
33338,50
33339,53
33342,9
33343,38
33345,33
33350,42
33358,6
33359,5
33360,21
33362,28
33364,5
33366,45
33368,17
33369,4
33372,4
33374,56
33375,54
33376,11
33378,4
33379,17
33380,10
33381,6
33382,49
33386,23
33387,36
33390,28
33392,56
33394,13
33395,5
33396,29
33397,44
33400,36
33402,13
33404,34
33407,51
33410,4
33411,17
33413,5
33415,2
33417,12
33419,15
33420,39
33422,52
33423,19
33426,18
33428,25
33429,2
33430,14
33431,48
33433,29
33434,6
33435,19
33439,47
33441,35
33442,60
33444,2
33445,3
33448,48
33450,37
33452,31
33453,25
33454,27
33457,11
33459,28
33460,38
33461,41
33467,55
33469,14
33474,19
33476,34
33477,35
33478,39
33481,15
33483,35
33486,35
33487,19
33490,2
33493,42
33497,38
33499,46
33501,60
33503,48
33505,17
33506,34
33510,44
33513,54
33514,12
33515,13
33516,20
33517,42
33518,6
33519,11
33520,20
33523,3
33526,32
33527,14
33528,50
33530,4
33531,33
33532,13
33541,18
33543,21
33544,11
33546,20
33547,17
33548,27
33550,44
33552,4
33557,21
33558,4
33559,9
33561,16
33563,46
33564,14
33565,12
33566,25
33567,57
33569,32
33571,51
33572,3
33573,25
33575,44
33577,44
33578,33
33579,36
33580,26
33582,5
33589,20
33590,17
33591,30
33595,18
33599,59
33600,26
33601,50
33605,48
33607,23
33610,49
33612,18
33613,5
33615,35
33617,15
33620,14
33622,40
33623,3
33624,16
33627,43
33628,39
33629,38
33636,35
33637,21
33639,58
33641,24
33643,41
33644,15
33645,43
33654,26
33659,22
33661,51
33664,53
33665,17
33670,33
33674,43
33675,42
33677,18
33682,39
33683,30
33686,19
33688,15
33690,24
33694,48
33701,18
33705,12
33706,18
33707,4
33708,53
33711,40
33712,23
33713,32
33714,53
33717,39
33718,23
33719,42
33722,7
33724,49
33726,7
33727,48
33732,54
33733,20
33734,7
33735,7
33738,4
33739,2
33741,28
33744,14
33746,9
33747,47
33748,53
33749,4
33755,42
33756,35
33757,3
33760,43
33761,13
33762,19
33764,32
33766,30
33767,26
33768,23
33769,1
33770,17
33773,58
33776,7
33780,8
33781,17
33787,15
33792,43
33793,2
33794,48
33797,43
33799,5
33801,13
33804,14
33806,12
33808,46
33809,9
33810,44
33811,44
33813,24
33814,13
33815,24
33818,26
33819,32
33821,30
33823,36
33827,34
33828,8
33830,8
33831,5
33833,17
33836,29
33843,49
33852,34
33854,30
33855,23
33856,42
33860,53
33862,44
33863,30
33865,25
33868,41
33870,2
33871,8
33873,39
33874,28
33875,36
33876,39
33877,12
33881,56
33883,3
33888,1
33891,25
33892,18
33894,37
33897,32
33898,18
33901,4
33902,12
33905,13
33908,27
33913,2
33914,16
33916,47
33917,43
33918,12
33920,21
33921,43
33923,1
33924,4
33928,2
33929,60
33933,39
33934,43
33937,47
33939,19
33940,2
33941,39
33942,37
33943,17
33945,45
33948,59
33950,31
33951,35
33952,52
33953,8
33955,52
33956,23
33958,60
33959,56
33960,51
33962,47
33965,51
33967,60
33968,45
33969,46
33972,4
33973,22
33974,35
33975,48
33979,32
33980,47
33982,35
33984,34
33985,57
33986,47
33988,8
33989,0
33990,35
33991,14
33992,54
33994,27
33995,27
33996,31
33997,56
34000,43
34002,25
34004,59
34005,32
34010,36
34011,34
34014,21
34015,10
34017,43
34018,9
34019,36
34022,30
34025,59
34029,11
34032,27
34036,10
34040,36
34042,12
34044,50
34048,27
34055,36
34057,50
34058,52
34063,53
34064,18
34065,55
34069,60
34071,5
34074,11
34080,26
34082,12
34084,15
34088,9
34090,24
34092,9
34098,21
34102,52
34105,27
34108,52
34110,40
34112,29
34116,11
34119,51
34120,28
34124,13
34125,25
34129,31
34130,3
34132,28
34133,48
34135,1
34137,22
34138,32
34140,49
34144,3
34149,20
34154,34
34157,38
34159,15
34164,2
34167,12
34170,19
34173,11
34174,60
34175,9
34176,3
34178,19
34179,22
34181,23
34182,18
34183,13
34184,37
34185,33
34187,9
34189,40
34190,1
34191,22
34193,41
34194,51
34199,47
34206,15
34207,58
34209,57
34210,14
34211,20
34212,10
34213,29
34214,15
34217,23
34219,6
34220,49
34223,33
34225,1
34226,10
34228,11
34230,41
34232,4
34237,45
34239,40
34241,24
34242,39
34244,41
34246,9
34247,48
34250,15
34251,15
34252,24
34253,43
34255,9
34257,30
34260,60
34265,1
34266,35
34267,1
34268,32
34269,45
34270,15
34272,25
34273,42
34274,2
34275,3
34286,33
34287,50
34292,28
34293,53
34294,8
34296,33
34297,23
34298,51
34299,58
34303,36
34306,9
34309,0
34310,39
34314,18
34315,42
34318,50
34319,45
34321,11
34323,31
34324,41
34325,16
34326,13
34331,1
34333,13
34337,10
34339,50
34342,24
34344,16
34345,8
34346,45
34350,42
34355,21
34357,3
34361,44
34362,32
34363,58
34364,39
34365,57
34366,6
34368,12
34369,24
34370,39
34371,55
34372,44
34375,60
34376,23
34379,56
34380,49
34382,58
34383,12
34384,19
34386,49
34387,31
34390,13
34391,60
34393,31
34399,50
34400,25
34401,51
34403,17
34405,30
34409,33
34410,54
34411,13
34415,60
34418,60
34419,6
34421,42
34423,15
34426,11
34429,4
34430,16
34436,19
34439,53
34440,30
34444,38
34447,7
34449,11
34453,17
34454,9
34455,14
34456,25
34459,26
34460,23
34461,52
34464,38
34467,7
34468,18
34469,11
34473,58
34476,20
34477,37
34478,31
34484,17
34485,49
34486,3
34487,5
34488,38
34493,51
34500,1
34501,49
34503,43
34504,50
34507,40
34514,6
34527,3
34528,14
34531,0
34533,3
34534,41
34535,54
34536,2
34537,46
34539,1
34543,39
34544,21
34546,20
34551,12
34553,28
34554,11
34557,23
34558,21
34559,24
34560,0
34561,52
34563,51
34567,56
34570,56
34571,50
34572,7
34573,28
34578,39
34579,5
34585,38
34586,20
34589,27
34590,41
34593,60
34594,20
34595,53
34600,44
34601,56
34607,38
34614,46
34619,26
34621,28
34622,8
34623,1
34624,42
34626,16
34627,11
34628,38
34630,29
34633,6
34638,9
34639,38
34643,42
34645,39
34646,39
34650,37
34651,50
34653,10
34654,11
34655,43
34656,50
34657,50
34661,13
34662,19
34664,56
34666,35
34672,20
34681,4
34685,51
34688,3
34689,59
34691,1
34692,17
34693,60
34694,5
34701,55
34703,35
34708,4
34710,38
34714,45
34717,49
34718,45
34719,7
34721,19
34723,44
34728,24
34730,29
34731,56
34736,4
34737,29
34738,2
34739,30
34742,14
34749,49
34754,55
34756,37
34759,30
34763,32
34767,3
34769,1
34771,33
34773,55
34774,18
34775,8
34781,0
34784,50
34785,36
34786,58
34789,7
34792,28
34796,49
34797,35
34798,22
34808,53
34811,4
34812,3
34813,3
34814,12
34816,1
34818,0
34819,46
34822,25
34823,1
34826,42
34827,50
34828,33
34830,11
34835,1
34836,46
34837,5
34838,22
34842,30
34844,53
34845,15
34855,32
34856,51
34859,39
34860,53
34863,34
34864,1
34865,17
34866,58
34867,60
34874,37
34876,26
34877,23
34879,47
34881,22
34884,25
34886,18
34890,17
34893,14
34895,4
34896,45
34897,50
34899,7
34900,3
34901,3
34905,5
34906,40
34909,42
34910,24
34912,24
34914,57
34919,48
34922,2
34923,14
34924,67
34925,10
34926,22
34928,30
34937,31
34942,31
34943,58
34950,52
34951,22
34952,9
34953,28
34954,0
34957,22
34965,57
34969,60
34970,24
34972,42
34974,9
34976,9
34979,33
34982,57
34984,26
34985,14
34988,41
34990,15
34991,25
34995,3
34996,60
35000,11
35002,15
35004,56
35005,39
35008,48
35010,5
35013,46
35014,12
35016,5
35018,35
35021,34
35025,1
35027,8
35030,33
35031,7
35032,49
35033,5
35039,48
35043,42
35048,7
35049,38
35050,2
35051,10
35052,40
35053,10
35055,17
35059,26
35061,13
35064,6
35067,37
35071,23
35072,17
35075,14
35077,49
35079,41
35080,16
35082,54
35083,31
35084,7
35086,44
35090,41
35091,19
35093,31
35096,0
35097,6
35098,37
35099,41
35104,8
35107,11
35113,38
35114,50
35118,31
35120,60
35123,18
35128,3
35134,24
35135,2
35139,2
35140,23
35141,15
35144,6
35146,11
35148,17
35149,22
35151,22
35154,28
35156,40
35160,43
35161,31
35164,35
35171,3
35172,5
35183,12
35186,45
35187,37
35189,50
35190,59
35192,37
35196,49
35200,35
35201,15
35202,13
35209,22
35212,56
35216,2
35220,25
35225,49
35226,35
35227,51
35229,6
35231,18
35233,41
35234,5
35236,49
35237,35
35238,10
35239,23
35241,55
35247,16
35250,14
35251,2
35253,8
35256,22
35259,8
35266,24
35269,44
35270,12
35279,53
35284,6
35285,17
35289,51
35290,48
35293,54
35297,5
35302,25
35306,40
35307,18
35312,32
35318,46
35319,52
35320,13
35322,13
35323,20
35324,49
35331,39
35334,14
35338,32
35341,30
35345,21
35346,20
35348,24
35350,14
35355,7
35357,17
35359,56
35362,60
35364,17
35372,7
35373,12
35378,26
35379,4
35380,38
35383,49
35386,6
35388,15
35392,4
35394,16
35398,28
35401,52
35402,45
35404,26
35406,26
35407,51
35408,11
35409,42
35410,55
35411,26
35413,7
35414,7
35417,51
35418,56
35419,42
35422,24
35424,11
35426,48
35427,5
35428,3
35429,53
35435,14
35442,28
35448,30
35450,52
35455,4
35460,3
35461,12
35464,58
35466,37
35468,0
35469,15
35471,45
35475,42
35478,57
35480,23
35481,20
35483,60
35484,51
35485,55
35487,27
35490,37
35513,21
35514,18
35516,16
35520,36
35521,32
35525,2
35526,17
35527,1
35529,9
35531,19
35533,11
35535,60
35536,22
35537,43
35539,2
35544,15
35547,8
35562,45
35568,25
35569,21
35570,13
35573,39
35574,59
35577,2
35578,21
35580,24
35586,13
35587,10
35588,34
35589,2
35593,39
35594,24
35596,19
35598,30
35605,54
35614,21
35616,32
35620,46
35621,26
35624,20
35635,22
35637,3
35640,27
35642,34
35643,40
35645,12
35648,26
35649,38
35650,39
35651,54
35652,6
35657,11
35659,59
35661,36
35663,3
35667,40
35669,34
35673,53
35674,44
35675,1
35678,31
35679,9
35680,12
35681,11
35683,24
35684,57
35687,37
35691,35
35692,34
35694,44
35695,10
35699,42
35700,28
35702,2
35712,33
35714,45
35721,42
35725,2
35729,29
35730,10
35735,24
35736,11
35739,44
35741,4
35742,12
35743,6
35747,34
35748,29
35749,14
35750,42
35755,17
35757,38
35762,13
35765,40
35766,38
35767,24
35773,47
35774,10
35780,4
35781,15
35782,58
35787,44
35792,44
35795,4
35797,40
35799,41
35803,40
35808,45
35811,58
35813,28
35815,10
35819,13
35822,35
35829,1
35832,52
35833,0
35837,1
35839,18
35843,10
35844,24
35845,20
35847,4
35848,51
35849,54
35851,8
35852,26
35853,36
35855,24
35858,27
35859,21
35860,26
35861,49
35863,38
35866,34
35868,40
35870,54
35873,8
35874,58
35877,48
35880,47
35882,35
35884,54
35886,21
35887,29
35888,59
35890,10
35891,9
35892,47
35893,55
35894,22
35895,29
35896,44
35897,60
35900,55
35902,33
35903,32
35906,50
35916,56
35926,0
35927,60
35929,19
35930,13
35931,13
35932,22
35933,9
35935,28
35936,51
35938,9
35940,56
35942,25
35944,45
35945,54
35949,55
35950,21
35953,22
35956,29
35957,8
35960,20
35961,13
35962,15
35968,57
35972,8
35974,10
35978,26
35979,31
35985,47
35987,6
35988,51
35989,16
35992,28
35993,22
35994,48
35995,31
35996,20
35997,27
36001,18
36002,15
36007,5
36009,5
36011,49
36012,7
36013,54
36016,57
36017,46
36020,14
36021,33
36023,1
36024,6
36030,52
36032,24
36033,60
36034,43
36039,13
36040,44
36045,28
36046,10
36050,51
36051,24
36054,58
36055,31
36057,57
36058,26
36061,23
36063,35
36064,30
36065,8
36067,26
36071,45
36077,24
36079,11
36080,22
36083,34
36084,3
36085,1
36086,12
36087,48
36091,6
36095,7
36099,4
36102,5
36103,6
36105,50
36107,36
36108,56
36109,21
36113,34
36114,9
36115,23
36119,13
36124,2
36126,29
36128,21
36130,30
36132,10
36133,23
36138,56
36139,36
36140,18
36141,46
36142,39
36144,36
36146,53
36149,41
36150,44
36152,5
36154,23
36155,41
36157,11
36164,27
36165,58
36166,27
36167,53
36169,26
36171,39
36173,12
36174,42
36175,26
36176,3
36177,36
36178,52
36180,12
36182,25
36186,37
36188,51
36189,45
36190,35
36192,8
36196,26
36197,52
36202,7
36203,22
36205,34
36206,2
36207,36
